,Release_Date,Title,Overview,Popularity,Original_Language,Poster_Url,id,imdb_id,original_title,belongs_to_collection,Genre,tagline,cast,keywords,crew
201,2005-11-16,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",193.459,en,https://image.tmdb.org/t/p/original/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,674.0,tt0330373,Harry Potter and the Goblet of Fire,[],"Adventure, Fantasy, Family",Dark And Difficult Times Lie Ahead.,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Ralph Fiennes', 'Michael Gambon']","['magic', 'dying and death', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'chosen one', 'black magic', 'boarding school', 'vision', 'tournament', 'teenager', 'wizard', 'teenage hero', 'based on young adult novel']",['Mike Newell']
203,2021-07-29,Demonic,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,192.391,en,https://image.tmdb.org/t/p/original/pUK9duiCK1PKqWA5rRQ4XBMHITH.jpg,234212.0,tt1841642,Demonic,[],"Horror, Thriller",Every House Has It's Secrets,"['Maria Bello', 'Frank Grillo', 'Cody Horn', 'Dustin Milligan', 'Megan Park']","['detective', 'haunted house', 'investigation', 'anti-christ', 'possession', 'car crash', 'trance', 'video camera', 'demon', 'seance', 'infra red', 'missing']",['Will Canon']
209,2004-05-31,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",189.771,en,https://image.tmdb.org/t/p/original/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,673.0,tt0304141,Harry Potter and the Prisoner of Azkaban,[],"Adventure, Fantasy",Something wicked this way comes.,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Gary Oldman', 'David Thewlis']","['flying', 'traitor', 'magic', 'cutting the cord', 'child hero', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'griffon', 'black magic', 'time travel', 'best friend', 'werewolf', 'dark', 'muggle', 'aftercreditsstinger']",['Alfonso Cuarón']
212,2016-02-09,Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",189.206,en,https://image.tmdb.org/t/p/original/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,293660.0,tt1431045,Deadpool,[],"Action, Adventure, Comedy",Witness the beginning of a happy ending,"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano']","['anti hero', 'mercenary', 'marvel comic', 'superhero', 'based on comic', 'breaking the fourth wall', 'aftercreditsstinger', 'duringcreditsstinger', 'self healing']",['Tim Miller']
213,2021-10-22,The Harder They Fall,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",188.865,en,https://image.tmdb.org/t/p/original/su9WzL7lwUZPhjH6eZByAYFx2US.jpg,28528.0,tt0049291,The Harder They Fall,[],Western,"No Punches Pulled! If you thought ""On The Waterfront"" hit hard... wait till you see this one!","['Humphrey Bogart', 'Rod Steiger', 'Jan Sterling', 'Mike Lane', 'Max Baer']","['pride', 'tall man', 'fixed fight', 'corrupt system', 'press agent', 'broken jaw']",['Mark Robson']
214,2001-11-01,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",188.759,en,https://image.tmdb.org/t/p/original/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,585.0,tt0198781,"Monsters, Inc.",[],"Animation, Comedy, Family",We Scare Because We Care.,"['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn']","['monster', 'infant', 'energy supply', 'company', 'rivalry', 'hijinks', 'best friend', 'scream', 'conveyor belt', 'energy company', 'friend']",['Pete Docter']
216,2021-12-07,Don't Look Up,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,188.404,en,https://image.tmdb.org/t/p/original/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg,41434.0,tt1034305,Don't Look Up,[],"Comedy, Drama, Science Fiction",Lights. Camera. Terror.,"['Rachael Murphy', 'Eli Roth', 'Kevin Corrigan', 'Elena Satine', 'Lothaire Bluteau']","['transylvania', 'gypsy', 'film producer', 'film director', 'hallucination', 'terminal illness', 'murder', 'suspense', 'curse', 'disappearance', 'descent into madness', 'frightening visions', 'los angeles', 'dark ages', 'eyeball', 'film crew', 'mourning', 'mass hysteria', 'extrasensory perception', 'romania', 'fly the insect', 'lost film', 'rebirth', 'film within a film']",['Fruit Chan']
218,2017-06-15,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",186.621,en,https://image.tmdb.org/t/p/original/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,260514.0,tt3606752,Cars 3,[],"Animation, Adventure, Comedy, Family","From this moment, everything will change","['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Armie Hammer', 'Bonnie Hunt']","['cgi', 'anthropomorphism']",['Brian Fee']
219,2007-05-01,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",186.125,en,https://image.tmdb.org/t/p/original/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,559.0,tt0413300,Spider-Man 3,[],"Fantasy, Action, Adventure",The battle within.,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church', 'Topher Grace']","['dual identity', 'amnesia', 'sandstorm', ""love of one's life"", 'forgiveness', 'spider', 'wretch', 'death of a friend', 'egomania', 'sand', 'narcism', 'hostility', 'marvel comic', 'sequel', 'superhero', 'revenge']",['Sam Raimi']
222,2010-04-28,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",183.136,en,https://image.tmdb.org/t/p/original/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,10138.0,tt1228705,Iron Man 2,[],"Adventure, Action, Science Fiction","It's not the armor that makes the hero, but the man inside.","['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Scarlett Johansson', 'Mickey Rourke']","['malibu', 'marvel comic', 'superhero', 'based on comic', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']",['Jon Favreau']
224,2011-05-14,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",182.133,en,https://image.tmdb.org/t/p/original/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,1865.0,tt1298650,Pirates of the Caribbean: On Stranger Tides,[],"Adventure, Action, Fantasy",Live Forever Or Die Trying.,"['Johnny Depp', 'Penélope Cruz', 'Ian McShane', 'Kevin McNally', 'Geoffrey Rush']","['sea', 'captain', 'mutiny', 'sword', 'prime minister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']",['Rob Marshall']
229,2012-07-16,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",179.587,en,https://image.tmdb.org/t/p/original/85cWkCVftiVs0BVey6pxX8uNmLt.jpg,49026.0,tt1345836,The Dark Knight Rises,[],"Action, Crime, Drama, Thriller",The Legend Ends,"['Christian Bale', 'Michael Caine', 'Gary Oldman', 'Anne Hathaway', 'Tom Hardy']","['dc comics', 'crime fighter', 'terrorist', 'secret identity', 'burglar', 'hostage drama', 'time bomb', 'gotham city', 'vigilante', 'cover-up', 'superhero', 'villainess', 'tragic hero', 'terrorism', 'destruction', 'catwoman', 'cat burglar', 'imax', 'flood', 'criminal underworld', 'batman']",['Christopher Nolan']
231,2016-03-23,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",178.212,en,https://image.tmdb.org/t/p/original/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,209112.0,tt2975590,Batman v Superman: Dawn of Justice,[],"Action, Adventure, Fantasy",Justice or revenge,"['Ben Affleck', 'Henry Cavill', 'Gal Gadot', 'Amy Adams', 'Jesse Eisenberg']","['dc comics', 'vigilante', 'superhero', 'based on comic', 'revenge', 'super powers', 'clark kent', 'bruce wayne', 'dc extended universe']",['Zack Snyder']
235,2009-07-07,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",174.697,en,https://image.tmdb.org/t/p/original/o2j49x3HYJC2VH689rYxmswtSgS.jpg,767.0,tt0417741,Harry Potter and the Half-Blood Prince,[],"Adventure, Fantasy",Dark Secrets Revealed,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Tom Felton', 'Michael Gambon']","['witch', 'magic', 'broom', 'school of witchcraft', 'wizardry', 'apparition', 'teenage crush', 'werewolf']",['David Yates']
236,2022-01-06,Book of Love,"Young, uptight English writer Henry creates a novel that ends up being a resolute failure. He is delighted to find out his book is a surprise hit in Mexico but when he is invited there to promote it, he soon discovers why: his Spanish translator Maria has rewritten his dull book as an erotic novel. Henry is furious, and even more so when his publisher insists he and Maria conduct a book tour across Mexico together. Opposites attract and the chemistry between the couple ensures sparks fly.",174.481,en,https://image.tmdb.org/t/p/original/aU4cUkmn8CqnBYlYgE2sHlZ2AGy.jpg,52560.0,tt0099166,Book of Love,[],"Comedy, Romance",Some things never change.,"['Michael McKean', 'Chris Young', 'Josie Bissett', 'Beau Dremann', 'John Cameron Mitchell']",[],['Robert Shaye']
240,2008-07-14,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",173.923,en,https://image.tmdb.org/t/p/original/qJ2tW6WMUDux911r6m7haRef0WH.jpg,155.0,tt0468569,The Dark Knight,[],"Drama, Action, Crime, Thriller",Why So Serious?,"['Christian Bale', 'Michael Caine', 'Heath Ledger', 'Aaron Eckhart', 'Gary Oldman']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",['Christopher Nolan']
244,2010-12-03,Three Steps Above Heaven,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",172.85,es,https://image.tmdb.org/t/p/original/fcFz2xEZodKOxHDn9DazxPYHDSc.jpg,61979.0,tt1648216,Tres metros sobre el cielo,[],"Romance, Drama",,"['María Valverde', 'Mario Casas', 'Álvaro Cervantes', 'Marina Salas', 'Nerea Camacho']","['rebel', 'based on novel', 'forbidden love', 'friendship', 'motorcycle crash', 'motor sport', 'love', 'best friend', 'motorcycle', 'teenage love', 'first love', 'young love', 'illegal grand prix race', 'illegal street racing', 'teen rebel', 'based on young adult novel']",['Fernando González Molina']
247,1995-10-30,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",171.714,en,https://image.tmdb.org/t/p/original/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,862.0,tt0114709,Toy Story,[],"Animation, Adventure, Family, Comedy",,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney', 'Wallace Shawn']","['jealousy', 'toy', 'boy', 'friendship', 'friends', 'rivalry', 'boy next door', 'new toy', 'toy comes to life']",['John Lasseter']
250,2021-04-30,Separation,A young girl finds solace in her artist father and the ghost of her dead mother.,170.565,en,https://image.tmdb.org/t/p/original/lHbSC2Np17CRsRXIbaE0YY1Hora.jpg,225534.0,tt0063581,Separation,[],"Horror, Drama",,"['Jane Arden', 'David de Keyser', 'Ann Lynn', 'Terence De Marney', 'Iain Quarrier']",[],['Jack Bond']
