,Release_Date,Title,Overview,Popularity,Original_Language,Poster_Url,id,imdb_id,original_title,belongs_to_collection,Genre,tagline,cast,keywords,crew
2212,2015-09-02,The Transporter Refueled,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",42.664,en,https://image.tmdb.org/t/p/original/71kaQfdrMy0LHSeLRADsvlDGCgb.jpg,287948.0,tt2938956,The Transporter Refueled,[],"Action, Thriller, Crime",He Delivers.,"['Ed Skrein', 'Ray Stevenson', 'Loan Chabanol', 'Gabriella Wright', 'Tatjana Pajković']","['transporter', 'sequel', 'suspense', 'car', 'bank heist', 'action']",['Camille Delamarre']
2214,1981-05-01,Friday the 13th Part 2,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",42.651,en,https://image.tmdb.org/t/p/original/lz56NyDoeuWSAMbtQlXC7weXzLf.jpg,9725.0,tt0082418,Friday the 13th Part 2,[],"Horror, Thriller",The body count continues...,"['Amy Steel', 'John Furey', 'Adrienne King', 'Kirsten Baker', 'Betsy Palmer']","['camping', 'summer camp', 'gore', 'slasher', 'b horror', 'brisbane queensland']",['Steve Miner']
2215,2017-08-03,The Dark Tower,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,42.643,en,https://image.tmdb.org/t/p/original/i9GUSgddIqrroubiLsvvMRYyRy0.jpg,190906.0,tt0034636,The Dark Tower,[],"Fantasy, Action, Science Fiction, Adventure",,"['Ben Lyon', 'Anne Crawford', 'David Farrar', 'Herbert Lom', 'Frederick Burtwell']","['circus', 'trapeze']",['John Harlow']
2217,2013-06-15,Goodbye World,"When a mysterious cyber-attack cripples civilization, a group of old college friends and lovers retreat to a remote country cabin, where they must cope with an uncertain future while navigating the minefield of their shared past.",42.608,en,https://image.tmdb.org/t/p/original/1WEzts5eapNbxglUSNUXUrs98CR.jpg,201066.0,tt2352802,Goodbye World,[],"Drama, Comedy",,"['Caroline Dhavernas', 'Adrian Grenier', 'Ben McKenzie', 'Gaby Hoffmann', 'Mark Webber']",[],['Denis Hennelly']
2218,2016-03-09,Allegiant,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,42.602,en,https://image.tmdb.org/t/p/original/etGXQzt6Znfkd5DcqCfGlyWrfxp.jpg,262504.0,tt3410834,Allegiant,[],"Adventure, Science Fiction, Action, Mystery",Break the boundaries of your world,"['Shailene Woodley', 'Theo James', 'Zoë Kravitz', 'Miles Teller', 'Naomi Watts']","['based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'young adult', 'based on young adult novel']",['Robert Schwentke']
2219,2011-04-23,The Good Doctor,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",42.6,en,https://image.tmdb.org/t/p/original/fJSdqHzpMeCkXMrILYt1SdGN2sL.jpg,65650.0,tt1582271,The Good Doctor,[],"Drama, Thriller, Mystery",Do no harm.,"['Orlando Bloom', 'Riley Keough', 'Taraji P. Henson', 'Rob Morrow', 'Michael Peña']",[],['Lance Daly']
2220,1997-03-27,Turbo: A Power Rangers Movie,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",42.6,en,https://image.tmdb.org/t/p/original/sHgjdRPYduUCaw3Te2CXaWLpBkm.jpg,6499.0,tt0120389,Turbo: A Power Rangers Movie,[],"Action, Adventure, Family, Fantasy, Science Fiction, Thriller",The Power Is Back!,"['Johnny Yong Bosch', 'Nakia Burrise', 'Jason David Frank', 'Catherine Sutherland', 'Amy Jo Johnson']","['california', 'narration', 'volcano', 'child hero', 'sequel', 'human sacrifice', 'piloted robot', 'pirate', 'car', 'superhero team', 'martial arts tournament', 'film starts with text', 'pirate ship', 'child']",['Shuki Levy']
2221,2017-07-26,The Son of Bigfoot,"Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad, only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo., a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief, Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know, HairCo. is on their tail as Adam's traces have led them to Bigfoot!",42.596,en,https://image.tmdb.org/t/p/original/5yCQvhFuFPY0pACxoUpLUlYCxop.jpg,413644.0,tt5715410,The Son of Bigfoot,[],"Family, Animation, Comedy",,"['Tom Beck', 'Cinda Adams', 'Bob Barlen', 'Cal Brunker', 'Joey Camen']",[],['Ben Stassen']
2222,2008-03-04,Never Back Down,"Jake, full of anger after his father's death, is just starting to find a place for himself at his new Orlando high school - until Ryan, head of an underground MMA fight club, picks Jake out as a prime opponent. After being trounced by Ryan in front of the entire school, Jake begins training under the firm, moral guidance of a MMA master, where he learns how to fight... and how to avoid a fight. But it becomes obvious that a rematch will be inevitable if Jake wants to stop Ryan and his bullying, once and for all.",42.577,en,https://image.tmdb.org/t/p/original/8oRUTyP1QAtGDMvRpKZyuyFPG0U.jpg,8456.0,tt1023111,Never Back Down,[],"Drama, Action",Win or lose... Everyone has their fight.,"['Sean Faris', 'Amber Heard', 'Cam Gigandet', 'Djimon Hounsou', 'Evan Peters']","['rebel', 'martial arts', 'underground', 'fight', 'training', 'champion', 'sport', 'high school', 'party', 'revenge', 'blood', 'nemesis', 'violence', 'club', 'brawl']",['Jeff Wadlow']
2223,2017-10-26,Jigsaw,"Dead bodies begin to turn up all over the city, each meeting their demise in a variety of grisly ways. All investigations begin to point the finger at deceased killer John Kramer.",42.533,en,https://image.tmdb.org/t/p/original/gvBVIlcMaeWKhGjgGjlShiL4w4r.jpg,23022.0,tt0041523,Jigsaw,[],"Horror, Crime, Mystery, Thriller",,"['Franchot Tone', 'Jean Wallace', 'Marc Lawrence', 'Myron McCormick', 'Winifred Lenihan']",['newspaper'],['Fletcher Markle']
2228,2004-08-01,Cashback,"Ben is an art college student in London, whose imagination runs wild as he works the late-night shift at the local supermarket. What do he and his colleagues do to pass the long, endless hours of the night?",42.512,en,https://image.tmdb.org/t/p/original/yVh6xH1Mikuk0WvuvzMWjlXWBBA.jpg,12225.0,tt0460740,Cashback,[],"Drama, Comedy",Sometimes love is hiding between the seconds of your life.,"['Sean Biggerstaff', 'Emilia Fox', 'Shaun Evans', 'Michael Dixon', 'Michelle Ryan']","['london england', 'supermarket', 'nudity', 'time', 'boredom', 'insomnia', 'night shift', 'painting', 'art school', 'sexual fantasy', 'memory', 'sexual attraction', 'based on short film', 'break-up', 'art', 'first kiss', 'ex-boyfriend ex-girlfriend relationship', 'imagination', 'duringcreditsstinger']",['Sean Ellis']
2229,2021-07-30,The Intruder,"Inés works as a dubbing actress and sings in a choir in Buenos Aires. While on an idyllic trip she suffers a traumatic episode that she can’t recover from. She has trouble sleeping and experiences very vivid nightmares as strange sounds begin to emerge from inside her. Awake, Inés feels suddenly surrounded by people that seem to come from her dreams.",42.508,es,https://image.tmdb.org/t/p/original/zGD9CiO6vCk1nmvk0SzlhgYB5fz.jpg,79827.0,tt0055019,The Intruder,[],Thriller,He Fed Their Fears And Turned Neighbor Against Neighbor!,"['William Shatner', 'Frank Maxwell', 'Beverly Lunsford', 'Robert Emhardt', 'Leo Gordon']",['racism'],['Roger Corman']
2234,2014-08-21,If I Stay,"Mia Hall, a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam, a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.",42.463,en,https://image.tmdb.org/t/p/original/7Twh8h3Wh7GC9npTAEUThgkxkWL.jpg,249164.0,tt1355630,If I Stay,[],Drama,Live for Love.,"['Chloë Grace Moretz', 'Jamie Blackley', 'Liana Liberato', 'Mireille Enos', 'Stacy Keach']","['coma', 'musician', 'teenage girl', 'car accident', 'teenager', 'out of body experience', 'teen drama', 'based on young adult novel']",['R.J. Cutler']
2235,2011-08-10,War of the Arrows,"13 years after the King Injo Revolt, the Chosun Dynasty is attacked by the Chung Dynasty of China. A young man named Na-mi leaves his demolished village to find his young sister, Ja-in, and her finance Su-koon, who were to wed on the very day of the attack. While on his mission to rescue her, he is being traced by Jushinta, a fierce Chung Warrior, and his band of malicious men who are out to stop him. Na-mi has but a day to rescue his sister before she is taken away to be a slave. When Na-mi finally finds his sister, Jushinta comes between them and a fierce battle between two of the finest warriors unfolds.",42.461,ko,https://image.tmdb.org/t/p/original/iOTRRHt9GNbUfQhV3MhMCznjrPI.jpg,79224.0,tt2025526,최종병기 활,[],"Drama, Action, History, Thriller","A Hero is Born, The Legend Begins","['Park Hae-il', 'Moon Chae-won', 'Kim Mu-yeol', 'Ryu Seung-ryong', 'Park Ki-Woong']","['arrow', 'archery']",['Kim Han-min']
2236,2006-06-15,Garfield: A Tail of Two Kitties,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",42.455,en,https://image.tmdb.org/t/p/original/osfMaHucgLtHtsMa6TQLTooE3G7.jpg,9513.0,tt0455499,Garfield: A Tail of Two Kitties,[],"Comedy, Family, Adventure, Animation",The Ego has landed.,"['Bill Murray', 'Jennifer Love Hewitt', 'Billy Connolly', 'Ian Abercrombie', 'Breckin Meyer']","['london england', 'cat', 'mistake in person', 'luxury', 'wretch', 'nobility', 'garfield']",['Tim Hill']
2237,1989-06-16,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",42.394,en,https://image.tmdb.org/t/p/original/yObYPMA58DnTMvJooFW7GG6jWAt.jpg,2978.0,tt0097428,Ghostbusters II,[],"Comedy, Fantasy",We're back!,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis']","['slime', 'ghostbuster', 'product placement', 'reincarnation', 'painting', 'crude humor', 'scream', 'single mother', 'old flame', 'courtroom', 'book store', 'chrysler building', 'river of slime', 'revolving door', 'reference to slinky', 'occult research']",['Ivan Reitman']
2238,2005-11-04,Chicken Little,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",42.37,en,https://image.tmdb.org/t/p/original/1wg65q3daTE8rGfaUhBxLdXk6NL.jpg,9982.0,tt0371606,Chicken Little,[],"Animation, Family, Comedy","When it comes to saving the world, it helps to be a little chicken.","['Zach Braff', 'Joan Cusack', 'Dan Molina', 'Steve Zahn', 'Garry Marshall']","['fish', 'small town', 'space marine', 'chicken', 'alien', 'best friend', 'alien invasion', 'animal', 'duringcreditsstinger', '3d']",['Mark Dindal']
2239,1990-07-02,Die Hard 2,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",42.37,en,https://image.tmdb.org/t/p/original/aLPtvDbigpHIZVVLnBjjbl5J0sh.jpg,1573.0,tt0099423,Die Hard 2,[],"Action, Thriller",Die Harder,"['Bruce Willis', 'Bonnie Bedelia', 'William Atherton', 'Reginald VelJohnson', 'Franco Nero']","['ambush', 'helicopter', 'journalist', 'based on novel', 'airport', 'hand grenade', 'fistfight', 'cop', 'sequel', 'snow', 'dulles international airport', 'shootout', 'officer involved shooting', 'terrorism', 'explosion', 'church', 'violence', 'sabotage', 'walkie talkie', 'swat team', 'air traffic control', 'commando unit', 'snowmobile']",['Renny Harlin']
2240,2017-07-19,Dunkirk,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",42.357,en,https://image.tmdb.org/t/p/original/ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg,17720.0,tt0051565,Dunkirk,[],"War, Action, Drama",,"['John Mills', 'Richard Attenborough', 'Bernard Lee', 'Robert Urquhart', 'Ray Jackson']","['evacuation', 'sacrifice', 'survival', 'dunkirk']",['Leslie Norman']
2243,1981-06-12,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",42.353,en,https://image.tmdb.org/t/p/original/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,85.0,tt0082971,Raiders of the Lost Ark,[],"Adventure, Action",Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'Ronald Lacey', 'John Rhys-Davies']","['saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather jacket', 'nazis', 'hat', 'mediterranean', 'ark of the covenant', 'ten commandments', 'treasure hunt', 'excavation', 'swastika', 'archaeologist', 'indiana jones', 'archeology\xa0']",['Steven Spielberg']
2244,2016-09-28,Deepwater Horizon,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",42.344,en,https://image.tmdb.org/t/p/original/u6c5xkR0eIzlnxcQoMBlySH6ann.jpg,296524.0,tt1860357,Deepwater Horizon,[],"Drama, Action","When faced with our darkest hour, hope is not a tactic","['Mark Wahlberg', 'Kurt Russell', 'John Malkovich', 'Gina Rodriguez', ""Dylan O'Brien""]","['post traumatic stress  disorder', 'sea', 'based on true story', 'rescue', 'disaster', 'explosion', 'oil spill', 'trapped', 'oil rig\xa0', 'gulf of mexico', 'disaster movie', 'bp']",['Peter Berg']
2246,1999-07-14,The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",42.313,en,https://image.tmdb.org/t/p/original/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,2667.0,tt0185937,The Blair Witch Project,[],"Horror, Mystery",The scariest movie of all time is a true story.,"['Michael C. Williams', 'Heather Donahue', 'Joshua Leonard', 'Bob Griffith', 'Jim King']","['witch', 'voodoo', 'legend', 'sorcery', 'maryland', 'forest', 'footage', 'horror', 'true', 'student', 'lost', 'found footage', 'film']",['Daniel Myrick']
2247,2006-01-06,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",42.275,en,https://image.tmdb.org/t/p/original/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg,1690.0,tt0450278,Hostel,[],Horror,Welcome To Your Worst Nightmare,"['Jay Hernandez', 'Derek Richardson', 'Eythor Gudjonsson', 'Barbara Nedeljakova', 'Jana Kaderabkova']","['bathroom', 'sex', 'amsterdam', 'europe', 'brothel', 'slovakia', 'backpacker', 'horror', 'gore', 'blood', 'torture', 'business card', 'doberman', 'hostel', 'surgery', 'elite club', 'fingers']",['Eli Roth']
2248,2009-10-16,Where the Wild Things Are,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.",42.267,en,https://image.tmdb.org/t/p/original/sDFV9VEjwTUWF1s5sjOllsb70jk.jpg,16523.0,tt0386117,Where the Wild Things Are,[],"Family, Fantasy, Science Fiction, Drama",There's one in all of us.,"['Max Records', 'Catherine Keener', 'Lauren Ambrose', 'James Gandolfini', ""Catherine O'Hara""]","['creature', ""based on children's book"", ""children's book"", 'lying', 'overflowing with imagination', ""children's perspectives""]",['Spike Jonze']
2249,2016-10-13,Inferno,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",42.261,en,https://image.tmdb.org/t/p/original/cnqvFvjAaV28F1tU7986VVg0WP7.jpg,16395.0,tt0080923,Inferno,[],"Mystery, Thriller, Drama, Action","Before tenebrae, beyond suspiria there is... Inferno","['Leigh McCloskey', 'Irene Miracle', 'Alida Valli', 'Daria Nicolodi', 'Gabriele Lavia']","['witch', 'video nasty']",['Dario Argento']
2253,2014-01-01,Paranormal Activity: The Marked Ones,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",42.238,en,https://image.tmdb.org/t/p/original/4srdg5SoxREXha5kibwZBvsqNtV.jpg,227348.0,tt2473682,Paranormal Activity: The Marked Ones,[],"Horror, Thriller",You're one of us now.,"['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts', 'Eddie J. Fernandez', 'Jorge Diaz']","['supernatural', 'demon', 'found footage']",['Christopher B. Landon']
2254,2004-03-19,Dawn of the Dead,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",42.226,en,https://image.tmdb.org/t/p/original/iBLQATsIkv005fvIhhbM4MvqhYp.jpg,924.0,tt0363547,Dawn of the Dead,[],"Action, Horror","When the undead rise, civilization will fall.","['Sarah Polley', 'Ving Rhames', 'Jake Weber', 'Mekhi Phifer', 'Ty Burrell']","['refugee', 'mass murder', 'habor', 'car journey', 'department store', 'blackout', 'bus ride', 'pregnancy and birth', 'dying and death', 'bite', 'to shoot dead', 'lorry', 'munition', 'basement garage', 'guard', 'zombie', 'dog', 'car', 'duringcreditsstinger']",['Zack Snyder']
2258,2017-03-23,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",42.14,en,https://image.tmdb.org/t/p/original/unPB1iyEeTBcKiLg8W083rlViFH.jpg,295693.0,tt3874544,The Boss Baby,[],"Animation, Comedy, Family",Born leader,"['Alec Baldwin', 'Miles Bakshi', 'Jimmy Kimmel', 'Lisa Kudrow', 'Steve Buscemi']","['baby', 'family relationships', 'sibling rivalry', 'unreliable narrator', '3d', 'baby brother']",['Tom McGrath']
2260,2017-04-07,The Case for Christ,"Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.",42.108,en,https://image.tmdb.org/t/p/original/hTKwkxMv5MCkN8vMXiEmMmAHafh.jpg,19401.0,tt1153037,The Case for Christ,[],Drama,,['Lee Strobel'],"['christianity', 'jesus', 'apologetics']",[]
2262,2011-06-17,Mr. Popper's Penguins,"Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.",42.096,en,https://image.tmdb.org/t/p/original/jGwZ1QI5DaL7mHQ2ZsMV1p8xvPS.jpg,58224.0,tt1396218,Mr. Popper's Penguins,[],"Comedy, Family",,"['Jim Carrey', 'Carla Gugino', 'Madeline Carroll', 'Angela Lansbury', 'Ophelia Lovibond']","['taxi', 'restaurant', 'zoo', 'penguin', 'ex husband', 'little boy', 'zookeeper', 'doorman', 'ride', 'bird hatching', 'aftercreditsstinger', 'duringcreditsstinger']",['Mark Waters']
2263,2011-04-14,3-D Sex and Zen: Extreme Ecstasy,"Loosely based on a 17th century erotic Chinese story named The Carnal Prayer Mat, the story follows a young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory, Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss.",42.084,cn,https://image.tmdb.org/t/p/original/mmvFokJgpFmNt522Hfpq3Zfs2Ra.jpg,67308.0,tt1365048,3D肉蒲團之極樂寶鑑,[],"Drama, Adventure, Romance",3-D Sex and Zen: Extreme Ecstasy,"['Saori Hara', 'Yukiko Suo', 'Tony Ho Wah-Chiu', 'Vonnie Lui', 'Lan Yan']","['comedy', 'erotic movie']",['Christopher Sun']
2265,2007-09-06,3:10 to Yuma,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",42.056,en,https://image.tmdb.org/t/p/original/voMB69AsLnPNmtfbrBl0lbeFKDH.jpg,14168.0,tt0050086,3:10 to Yuma,[],Western,The Lonesome Whistle of a Train... bringing the gallows closer to a desperado--the showdown nearer to his captor!,"['Glenn Ford', 'Van Heflin', 'Felicia Farr', 'Leora Dana', 'Henry Jones']","['hotel', 'small town', 'hunger', 'outlaw', 'train', 'rancher', 'bandit', 'stagecoach', 'drought', 'street shootout', 'shootout at a train station']",['Delmer Daves']
2267,2020-12-04,Castle Freak,"After she’s permanently blinded in a tragic car accident, Rebecca receives some bizarre news: her long-lost mother has recently passed away, leaving her their family’s ancestral castle in rural Albania. Traveling to the estate with a group of friends, Rebecca hopes it will be an opportunity for her to reconnect with a past she never knew and a mother who seemingly left her behind. When mysterious events begin to occur and her friends begin to die, Rebecca must unravel the secrets of her family’s history before she too falls prey to the Castle Freak.",42.042,en,https://image.tmdb.org/t/p/original/HJEosQRIdBzAHEdZJCUF7e5FmF.jpg,18256.0,tt0112643,Castle Freak,[],Horror,Hideous... hungry... and loose!,"['Jeffrey Combs', 'Barbara Crampton', 'Jonathan Fuller', 'Jessica Dollarhide', 'Massimo Sarchielli']","['castle', 'voyeurism']",['Stuart Gordon']
2268,2015-03-18,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",42.033,en,https://image.tmdb.org/t/p/original/usFenYnk6mr8C62dB1MoAfSWMGR.jpg,62320.0,tt1014762,Home,[],"Fantasy, Comedy, Animation, Science Fiction, Family",A Stunning Visual Portrayal of Earth,"['Glenn Close', 'Yann Arthus-Bertrand', 'Jacques Gamblin', 'Salma Hayek']","['climate change', 'earth', 'global warming', 'water pollution', 'well', 'panorama', 'earth in peril', 'solar power', 'aerial photography', 'greenhouse gases', 'carbon offset', 'landscape', 'easter island', 'oil tanker', 'oil rig\xa0']",['Yann Arthus-Bertrand']
2274,2015-10-15,Woodlawn,Love and unity in a school torn by racism and hate in the 1970s.A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.,42.022,en,https://image.tmdb.org/t/p/original/BJ1XNBBEiqaCM4SQhHYTrWqCfn.jpg,333596.0,tt4183692,Woodlawn,[],Drama,One Hope. One Truth. One Way (John 14:6),"['C. Thomas Howell', 'Sean Astin', 'Jon Voight', 'Virginia Williams', 'Brando Eaton']","['sport', 'racism']",['Andrew Erwin']
2276,2005-05-17,Star Wars: Episode III - Revenge of the Sith,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,41.997,en,https://image.tmdb.org/t/p/original/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,1895.0,tt0121766,Star Wars: Episode III - Revenge of the Sith,[],"Science Fiction, Adventure, Action",The saga is complete.,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson']","['showdown', 'death star', 'vision', 'cult figure', 'hatred', 'dream sequence', 'expectant mother', 'space opera', 'chancel', 'childbirth', 'galactic war']",['George Lucas']
2277,2007-03-02,Zodiac,"The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",41.95,en,https://image.tmdb.org/t/p/original/hQhcbb8JvPFPkhaWUsG545d9LRD.jpg,1949.0,tt0443706,Zodiac,[],"Crime, Drama, Mystery, Thriller",There's more than one way to lose your life to a killer.,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards', 'Brian Cox']","['california', 'san francisco', 'killing', 'journalist', 'newspaper', 'mass murder', 'planned murder', 'embassy', 'victim', 'threat to death', 'victim of murder', 'code', 'police', 'murder', 'serial killer', 'reporter']",['David Fincher']
2279,2014-02-05,Halo: Nightfall,"Set between the events of Halo 4 and Halo 5: Guardians… Halo: Nightfall tells the dramatic story of legendary man hunter and Naval Intelligence Officer Jameson Locke and his team as they are caught in a horrific biological attack while investigating terrorist activity on the distant colony world of Sedra. As they unravel a plot that draws them to an ancient, hellish artifact, they will be forced to fight for their survival, question everything and ultimately choose between their loyalty and their lives.",41.925,en,https://image.tmdb.org/t/p/original/dDtxMHBdspAvc0LbSVEougFuBkW.jpg,283691.0,tt3804114,Halo: Nightfall,[],Science Fiction,,"['Mike Colter', 'Steven Waddington', 'Christina Chong', 'Christian Contreras', 'Luke Neal']",['halo'],['Sergio Mimica-Gezzan']
2280,1990-10-19,Night of the Living Dead,"In this remake of the original classic film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",41.911,en,https://image.tmdb.org/t/p/original/isp4lCv08asTPNvv8Xe8oQK293n.jpg,10331.0,tt0063350,Night of the Living Dead,[],Horror,"If it doesn't scare you, you're already dead!","['Duane Jones', ""Judith O'Dea"", 'Karl Hardman', 'Marilyn Eastman', 'Keith Wayne']","['brother sister relationship', 'cemetery', 'gun', 'gas station', 'loss of father', 'cellar', 'house', 'barricade', 'zombie', 'trapped', 'bitten']",['George A. Romero']
2283,2001-10-26,Thir13en Ghosts,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",41.897,en,https://image.tmdb.org/t/p/original/j4UNVqRy1SqBjaf3f1uEBMuCgwb.jpg,9378.0,tt0245674,Thir13en Ghosts,[],"Horror, Thriller","There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...","['Tony Shalhoub', 'Embeth Davidtz', 'Matthew Lillard', 'Shannon Elizabeth', 'Matthew Harrison']","['hunter', 'nanny', 'nudity', 'collector', 'house', 'supernatural', 'hell', 'uncle', 'revenge', 'lawyer', 'inheritance', 'blood', 'psychic', 'violence', 'devil', 'trapped', 'machine', 'evil', 'glass']",['Steve Beck']
